timestamp,x,y,yaw,accel,steer
1731115206.787329,-3.3756115605644497,6.4858303139112055,-1.0726963411346087,-0.13548852503299713,-0.05324557423591614
1731115206.8372383,-3.34353261251267,6.4362804523621335,-1.0477560362714016,0.18384264409542084,0.06678777933120728
1731115206.8871777,-3.309962259750695,6.38730879763198,-1.0233369951068367,-0.14310412108898163,0.01651882193982601
1731115206.9371657,-3.2754921036899645,6.339391560920527,-0.9989013325804522,0.3268321454524994,-0.017836228013038635
1731115206.9870884,-3.243920705901694,6.293733640067415,-0.988470310696232,2.986227035522461,-0.10127820819616318
1731115207.0371914,-3.2128746887299933,6.243091850249685,-0.9963176835913369,2.965986490249634,0.1973492056131363
1731115207.0870695,-3.1758248901105586,6.1812025504032215,-1.00394338628036,2.996715545654297,0.5235987305641174
1731115207.1371732,-3.1247871382052548,6.115006627393113,-0.9764739360822511,3.0,0.1306556612253189
1731115207.187046,-3.0654840325400814,6.042918900112913,-0.9099777342215822,3.0,0.5235987901687622
1731115207.2371583,-2.9954914251699103,5.96870042779992,-0.8321145920011281,2.962451934814453,0.38177451491355896
1731115207.2872217,-2.9110799261908338,5.895333453216197,-0.7522702837772108,2.9907355308532715,-0.192225843667984
1731115207.3371463,-2.815038869143253,5.814291561345766,-0.7067768980657947,2.9999725818634033,0.5235296487808228
1731115207.3872964,-2.714633616242651,5.7348836473774,-0.6833898538539988,3.0,-0.2739545702934265
1731115207.4369953,-2.604014336739013,5.654271939860316,-0.6514585979619378,2.9999775886535645,-0.3166014850139618
1731115207.4870489,-2.4900883785470582,5.562305767699085,-0.6692165296187167,2.9204108715057373,0.21529990434646606
1731115207.5370028,-2.3737859496686418,5.469914678547991,-0.6663792774138663,3.0,0.3594103157520294
1731115207.5870895,-2.253673850086765,5.384050536997217,-0.6352579929445946,2.4363341331481934,-0.5235987305641174
1731115207.6371696,-2.1343835398119504,5.299099346345496,-0.6185270222763838,3.0,0.5235987901687622
1731115207.6872194,-2.0155489133623883,5.212381933843247,-0.6248826332506956,2.99999737739563,-0.5229926705360413
1731115207.7376401,-1.8977525805854372,5.122854853511635,-0.6411655959296487,2.9999544620513916,-0.4364933669567108
1731115207.7871842,-1.7825264460825991,5.027756060969524,-0.6704823873697252,2.2828028202056885,-0.5235987901687622
1731115207.8377085,-1.6719204514617447,4.935430612425396,-0.6936597756970775,1.6668344736099243,-0.5235908627510071
1731115207.8871186,-1.5691357363111849,4.833822725737076,-0.7511311010040403,2.6292762756347656,-0.1992366462945938
1731115207.9370127,-1.4762920278681555,4.730813946104445,-0.8091631672172667,2.9964346885681152,-0.5225193500518799
1731115207.9872744,-1.387225397582274,4.620406668351917,-0.8672012199066584,2.899545431137085,-0.5227474570274353
1731115208.0370283,-1.3052593751348192,4.506138790455235,-0.9223187468359871,2.999999761581421,-0.5233079791069031
1731115208.087094,-1.227890974940138,4.383264686756121,-0.987564244267657,2.949514865875244,0.29847201704978943
1731115208.1370232,-1.159696709810911,4.25434293235031,-1.0516123910601731,2.998887538909912,0.04462597891688347
