timestamp,x,y,yaw,accel,steer
1731120741.417193,2.68838087152536,1.4957363090705451,1.8023186552181842,-2.4192612171173096,0.44124656915664673
1731120741.4671378,2.689423086021318,1.4971224460498467,1.8055612230059597,3.0,0.36046451330184937
1731120741.517235,2.689567360983868,1.4996779554498183,1.8086675106336172,-2.9999969005584717,-0.5235905051231384
1731120741.5670936,2.687137848216188,1.5050306897283494,1.8117801141006624,3.0,0.21523120999336243
1731120741.6006536,2.6868287937453523,1.5049913390068348,1.8105449584611861,-2.9997520446777344,-0.07591534405946732
1731120741.6503663,2.685514024937708,1.5005062438878864,1.814155827277293,2.9999990463256836,0.5235106945037842
1731120741.7004952,2.6853216809832277,1.484212313337248,1.821750393809958,-2.999999523162842,-0.5004027485847473
1731120741.7671402,2.6877539657097906,1.4590663882054693,1.8360338466491364,3.0,0.5235585570335388
1731120741.8172677,2.6926326597100068,1.4365513564493355,1.842190072700606,-2.999999523162842,-0.20065616071224213
1731120741.8671913,2.696954028090723,1.4173879678580812,1.8557743460239584,3.0,-0.13023293018341064
1731120741.9171724,2.700244436374622,1.3988415587335734,1.8634281428902708,-2.999969720840454,0.4389913082122803
1731120741.9505017,2.702319604529567,1.3923432007201273,1.8592608200446803,2.999999761581421,0.43806135654449463
1731120742.0007508,2.706115094548844,1.3879413284968238,1.8547446265935912,-3.0,0.3579409122467041
1731120742.0671983,2.708774591840829,1.3823845164630661,1.8440568913411268,2.9999449253082275,0.3079918622970581
1731120742.1173975,2.7127074048032407,1.3747939148179276,1.8337380349702854,-2.9991445541381836,0.363199383020401
1731120742.1672215,2.7163011637489682,1.3676293178461838,1.8194716016441748,3.0,0.29791975021362305
1731120742.217107,2.7201389001395206,1.3613035054615032,1.8096301434386142,-2.9999911785125732,-0.015467280521988869
1731120742.2671309,2.7212174301253014,1.354827255450473,1.8095779624306016,3.0,0.4420563578605652
1731120742.317153,2.723399438034821,1.3466575724913175,1.8044988570138285,-2.2165470123291016,-0.1443006694316864
1731120742.3672452,2.723982240513226,1.3442095199644957,1.801226663136388,2.925601005554199,0.5234737992286682
1731120742.4172695,2.724243927901344,1.3435934623220944,1.7945590889488445,-2.9924378395080566,-0.43001893162727356
1731120742.4672089,2.7226020650512477,1.3451705332809418,1.7865493041862364,3.0,0.5235653519630432
1731120742.5172927,2.722327643215091,1.3444114201280433,1.7890513167948874,-2.999760627746582,0.41709086298942566
1731120742.567208,2.722167455145371,1.3467839226716356,1.7885740446049507,3.0,0.1224810779094696
1731120742.6173477,2.723171712798497,1.3462060769977564,1.7898827374945256,-2.99999737739563,0.39735740423202515
1731120742.6507359,2.723103097374476,1.347156523087931,1.788708871517817,3.0,0.38984930515289307
1731120742.7006438,2.721933256869992,1.3537893755321926,1.7953337593304772,-2.99845552444458,-0.13641862571239471
1731120742.7508712,2.717473777287593,1.3621518417155558,1.791817377834779,3.0,0.4881040155887604
1731120742.8172882,2.7140523569505035,1.3733699160075161,1.7973445151101466,-2.9999845027923584,0.11208567023277283
1731120742.8505516,2.711470900118345,1.3832899672568268,1.7991175355027718,3.0,0.17458967864513397
1731120742.9172728,2.7049649846197097,1.409740910565581,1.800252335348095,-2.9999806880950928,-0.5196210145950317
1731120742.9672415,2.701777100385157,1.4331914111287387,1.7905991260623313,2.9994242191314697,0.5234048962593079
1731120743.0008209,2.6993749463275063,1.4447716175665644,1.780402957238733,-3.0,-0.5235319137573242
1731120743.0672665,2.694870330288657,1.4552456768649273,1.776550711209948,2.4432783126831055,-0.002665681065991521
1731120743.1005998,2.693387597199889,1.4535447852299475,1.770779771085977,-1.7557213306427002,0.26954901218414307
1731120743.1672273,2.6960499449817386,1.4431996859960596,1.7592675228682366,2.9964399337768555,0.5232008695602417
1731120743.2005544,2.6985835848890893,1.436346609271519,1.7588260779835487,-2.999904155731201,-0.5235987901687622
1731120743.250616,2.6988915283027284,1.425119069528903,1.7666609689400625,2.999993324279785,0.5224868059158325
1731120743.300633,2.7002515884700475,1.4123032186899485,1.7859011599016745,-3.0,-0.08908550441265106
1731120743.3674111,2.700990131153175,1.3987463173087882,1.801349437659846,3.0,0.5235987901687622
1731120743.4173257,2.7019733463343645,1.383569308814021,1.819383107363581,-2.999999523162842,-0.13599936664104462
1731120743.4671884,2.704656140172964,1.3717075431283812,1.8422588866217218,3.0,0.523598313331604
1731120743.5171797,2.706597974744528,1.3592155642080483,1.8496016809163864,-2.7790212631225586,0.5065895915031433
1731120743.5674818,2.7103351996454648,1.352180756798728,1.8507616968703533,3.0,0.5228712558746338
1731120743.6172361,2.7151269690200306,1.347046919060194,1.8434251432932212,-2.999999761581421,0.3393845856189728
1731120743.6505928,2.715544347893239,1.3460463834996985,1.8391543179712257,3.0,0.110964335501194
1731120743.7005572,2.7162665917177247,1.3484326340771924,1.8370439259036953,-2.981182098388672,-0.41456127166748047
1731120743.7505693,2.717826919026542,1.3534380104286357,1.836889859707955,3.0,0.5235987305641174
1731120743.800521,2.716890086442293,1.3542687832792824,1.844243813370512,-3.0,-0.5235987901687622
1731120743.8510864,2.7134035130422918,1.365287136548975,1.8595626424426586,2.9999756813049316,0.3487357497215271
1731120743.9005797,2.708608970693834,1.3784576803408406,1.8705081105496264,-2.9994394779205322,-0.44497448205947876
1731120743.9506114,2.7029808342280877,1.3958141970042455,1.8771542977136833,2.9885714054107666,0.01608886942267418
1731120744.0007796,2.697110205452412,1.4087800485433077,1.8778657702653911,-3.0,0.331626832485199
1731120744.067069,2.6896709286091043,1.4221402074304141,1.8797501222613682,3.0,-0.19699819386005402
1731120744.1173003,2.689435709407854,1.4246017015885548,1.865639624672168,-2.9999983310699463,-0.20905466377735138
1731120744.1843424,2.687766745384545,1.4236702524371616,1.8529100829913456,3.0,0.29773104190826416
1731120744.2177658,2.687356138080412,1.4156601454702535,1.8548020770932387,-2.985386610031128,0.5027232766151428
1731120744.2671554,2.6927973768881746,1.4017624431350029,1.8523504789883871,3.0,0.5235986709594727
1731120744.3172839,2.7013545681475972,1.388669524846809,1.833730387471814,-2.99999737739563,-0.5235133171081543
1731120744.3671522,2.702595292416629,1.3776294292277314,1.8360690890089628,3.0,0.4730605185031891
1731120744.4172907,2.7012255806028955,1.3685634364566808,1.8505488456985364,-2.999999761581421,-0.5232425332069397
1731120744.4505641,2.700521366069854,1.3653871012182488,1.865478641938723,2.9904446601867676,-0.48972323536872864
1731120744.5172136,2.697813080639971,1.355099933255577,1.8797677847856331,-2.9999985694885254,0.517220139503479
1731120744.5671535,2.6992213557052214,1.354280186687902,1.8779735934622992,3.0,-0.09093782305717468
1731120744.6172004,2.70270961988112,1.3509971188331973,1.8752272143371636,-2.8073625564575195,0.037398941814899445
1731120744.6672792,2.7036610558037886,1.350972422319812,1.8817606671452898,3.0,0.5124255418777466
1731120744.7172134,2.703328130642148,1.3502167852926108,1.8831090916225723,-2.999999761581421,-0.19535991549491882
