timestamp,x,y,z,yaw,v_horizontal,v_vertical,accel,steer
2048.004209184,452197.462911616,3949667.103182349,88.46808547712862,-0.3904130071004231,0.011836068284766646,0.03002140278354616,0.0,-38.0
2048.104464992,452197.46782562975,3949667.1129564294,88.46323140431195,-0.3933741387261283,0.038693964690896594,-0.09173752592477018,0.0,-38.0
2048.207218496,452197.46597153303,3949667.1082736333,88.46980058867484,-0.3851351682874893,0.04987327941887675,0.043076176815436726,0.0,-38.0
2048.304435072,452197.46586099354,3949667.1054371786,88.46794466115534,-0.38047367180718317,0.03495193607604037,-0.009293873834721673,0.0,-38.0
2048.404340192,452197.4657773039,3949667.1070794747,88.4685706794262,-0.3860007892184788,0.0130541502996395,-0.024935137199311553,0.0,-38.0
2048.504057632,452197.4681427358,3949667.1088213725,88.46573487948626,-0.38329705471462683,0.017946418884776775,-0.054650878886223817,0.0,-38.0
2048.60390048,452197.469370897,3949667.1066311607,88.47000774741173,-0.37980848524305544,0.01002173508281842,0.07236268547894462,0.0,-39.0
2048.724695136,452197.4717611091,3949667.1073550503,88.47064996138215,-0.3800417929755318,0.013118356076275386,-0.07858686775537953,0.0,-39.0
2048.804108096,452197.4719827403,3949667.1088051684,88.47291639726609,-0.378557167900933,0.01203315772057788,0.00452547964783743,0.0,-38.0
2048.903934944,452197.47257860797,3949667.100897611,88.46791186463088,-0.38400443098280196,0.013354788970878405,0.021538678427843197,0.0,-38.0
2049.004153856,452197.4731418802,3949667.1049898136,88.4663013573736,-0.38420699479844866,0.042567277786078286,-0.07809123880617322,0.0,-37.0
2049.105269984,452197.4782146853,3949667.1030539153,88.47069173119962,-0.38824935404459643,0.028499044452699875,-0.07028327799843773,0.0,-38.0
2049.207353056,452197.4768365397,3949667.1063801055,88.48416701890528,-0.38883961062961153,0.04003735394976389,0.1341332838473695,0.0,-38.0
2049.304212896,452197.4732982715,3949667.1019844227,88.48488842695951,-0.3827565739949546,0.02899959559271257,0.00432973191729101,0.0,-39.0
2049.403940672,452197.4750120128,3949667.1030246946,88.48091890197247,-0.38536647966172966,0.019926732400041797,0.01976306249783507,0.0,-39.0
2049.505255264,452197.476977478,3949667.111604053,88.48474335297942,-0.3904333699544272,0.015966199896014645,-0.062341803984452396,0.0,-37.0
2049.603991328,452197.4764204791,3949667.113222093,88.48121604509652,-0.3887849104139538,0.004602404029862763,-0.0011026833455215505,0.0,-39.0
2049.720281376,452197.47980390734,3949667.11800051,88.47726596705616,-0.38859845055474185,0.022519247586214,-0.061713810475136535,0.0,45.0
2049.804346016,452197.47980941914,3949667.119098689,88.48339159879833,-0.39114646911621104,0.007061662091966285,0.0672354569118079,0.0,30.0
2049.904335808,452197.480059093,3949667.116802113,88.47914927080274,-0.3893457539876302,0.0008624124322896746,-0.07120506761957542,0.0,4.0
2050.005036736,452197.4834610982,3949667.114825927,88.48139666765928,-0.3926191160413955,0.02090040856744785,0.04718476983590952,1.0,-1.0
