timestamp,x,y,z,yaw,accel,steer
2377.313008064,452203.0778971904,3949655.108554926,90.56531396415085,-2.059802500406901,0.0,-18.0
2377.412817248,452203.0775097009,3949655.1077024597,90.57359795458615,-2.062121736314562,0.0,-17.0
2377.512950176,452203.07235036686,3949655.105122674,90.56218209955841,-2.0638111877441405,0.0,-18.0
2377.612944608,452203.0729027599,3949655.1055003265,90.56309770327061,-2.0632591281467016,0.0,-16.0
2377.72898512,452203.06857232784,3949655.107335409,90.55739019997418,-2.063614213731553,0.0,-16.0
2377.812692096,452203.0682989544,3949655.105164312,90.55726782418787,-2.0595025143093535,0.0,-16.0
2377.912907776,452203.0646774599,3949655.106912189,90.5418620845303,-2.0632088199191627,0.0,-16.0
2378.012765568,452203.0633150306,3949655.1065870146,90.54343573842198,-2.061215123494466,0.0,-17.0
2378.112764768,452203.064217569,3949655.1099720364,90.53654659818858,-2.06547002834744,0.0,-17.0
2378.215721024,452203.0626560579,3949655.1077914108,90.52977412194014,-2.0653813900417752,0.0,-16.0
2378.313155168,452203.0613294278,3949655.1085856473,90.52588758431375,-2.0624675055609814,0.0,-16.0
2378.41322784,452203.0600948791,3949655.1082595414,90.52847674116492,-2.065599392361112,0.0,-17.0
2378.512837696,452203.0563767986,3949655.1066680215,90.51283755712211,-2.063073599921332,0.0,-17.0
2378.6126416,452203.05519811023,3949655.1067921207,90.50611545145512,-2.0618638068305124,0.0,-16.0
2378.734808192,452203.0508368451,3949655.1092288676,90.49719453137368,-2.062520475599501,0.0,-15.0
2378.812638656,452203.05126903026,3949655.105622459,90.49751779437065,-2.0627903832329637,0.0,-16.0
2378.912775584,452203.0461936512,3949655.1084509958,90.48923463746905,-2.0647337714301224,0.0,-17.0
2379.012756256,452203.04681733786,3949655.10947765,90.48972416017205,-2.0640728437635634,0.0,-16.0
2379.112729088,452203.04336993524,3949655.109864707,90.48777836188674,-2.061283265855577,0.0,-16.0
2379.215432768,452203.04379156994,3949655.109766517,90.48712678346783,-2.061617589314779,0.0,-15.0
2379.312739936,452203.0399696252,3949655.108823307,90.4814417483285,-2.060018107096355,0.0,-16.0
2379.412609632,452203.0407501588,3949655.1075336738,90.48469815962017,-2.0638881140814886,0.0,-16.0
2379.512880576,452203.03484930005,3949655.1074293302,90.47572693228722,-2.064082426283095,0.0,-15.0
2379.61337376,452203.0343333633,3949655.108998619,90.47815021593124,-2.061516440497505,0.0,-18.0
2379.729054624,452203.0286899515,3949655.1084893034,90.46808796282858,-2.063382369995117,0.0,-16.0
2379.812685344,452203.02986631787,3949655.1060480964,90.45708781201392,-2.066715755886502,0.0,-16.0
2379.91272544,452203.0274769764,3949655.1082006223,90.44756228197366,-2.0643291761610243,0.0,-15.0
2380.012844256,452203.0262207965,3949655.1064883717,90.44132408034056,-2.0616058773464627,0.0,-16.0
2380.112992544,452203.0253089252,3949655.106154378,90.44020807836205,-2.065414130316841,0.0,-17.0
2380.2156912,452203.0237736548,3949655.107342513,90.43470511585474,-2.0634127146402994,0.0,-17.0
2380.313080416,452203.0192840459,3949655.104425206,90.41766785923392,-2.0598911387125654,0.0,-16.0
2380.413511648,452203.0188584691,3949655.1040653135,90.41273421607912,-2.0638447265624995,0.0,-17.0
2380.513679648,452203.01746569015,3949655.103841854,90.40621225442737,-2.0638705461290145,0.0,-17.0
2380.612926368,452203.0168835394,3949655.1045880676,90.40833694860339,-2.0592980872260207,0.0,-18.0
2380.730032736,452203.0186503139,3949655.1043092883,90.41578013356775,-2.063574818929037,0.0,-18.0
2380.812624928,452203.0181134259,3949655.102301993,90.41340371780097,-2.062465908474392,0.0,-18.0
2380.913268416,452203.0161143253,3949655.1058253343,90.4001770960167,-2.0623514506022143,0.0,-18.0
2381.012706208,452203.0159296635,3949655.1063789004,90.39722945168614,-2.0621600663926865,0.0,-18.0
2381.113550176,452203.01525475446,3949655.1047734004,90.37445541936904,-2.0644092966715504,0.0,-17.0
2381.216140992,452203.0136415852,3949655.1032015686,90.37015793845057,-2.0644013112386066,0.0,-17.0
2381.312734528,452203.0133891252,3949655.1049950602,90.3573473514989,-2.0624185282389327,0.0,-16.0
2381.413671648,452203.0143945651,3949655.103475072,90.36461466737092,-2.0682340528700083,0.0,-16.0
2381.51423664,452203.01013914973,3949655.1046323567,90.35688817314804,-2.062443016899956,0.0,-16.0
2381.612969536,452203.0098490341,3949655.1052232613,90.35339397471398,-2.062744333902996,0.0,-18.0
2381.72892336,452203.00788740814,3949655.1062423037,90.35472413524985,-2.063659730699327,0.0,-16.0
2381.81284656,452203.00703172927,3949655.1040601814,90.35011751018465,-2.064161748250325,0.0,-16.0
2381.913552384,452203.0009546901,3949655.1020106105,90.34057179652154,-2.061033587985569,0.0,-17.0
2382.012767072,452203.00140571874,3949655.1010774532,90.3365151816979,-2.0624145355224615,0.0,-16.0
2382.114268768,452202.9954877691,3949655.099205662,90.31576612312347,-2.063889178805881,0.0,-18.0
2382.215782176,452202.99678633054,3949655.099277469,90.3197260517627,-2.064295903523763,0.0,-17.0
2382.312851168,452202.9941587433,3949655.098386461,90.3135850802064,-2.059386459350586,0.0,-17.0
2382.41268944,452202.99424811284,3949655.099859935,90.31346946395934,-2.0638340793185765,0.0,-17.0
2382.513205088,452202.9914185822,3949655.0982567295,90.30025336705148,-2.0650175204806853,0.0,-17.0
2382.614523808,452202.9917095091,3949655.098837457,90.30029205325991,-2.062960206773546,0.0,-17.0
2382.728703392,452202.98616382066,3949655.1003274214,90.29043294209987,-2.062542568630643,0.0,-18.0
2382.81271904,452202.9881477144,3949655.0972616053,90.28818201087415,-2.0645072513156473,0.0,-16.0
2382.912934976,452202.9813395536,3949655.0977198076,90.27058000210673,-2.063339781019423,0.0,-17.0
2383.013023936,452202.9832199126,3949655.0965594435,90.27824982535094,-2.066377173529731,0.0,-16.0
2383.112894976,452202.9775289017,3949655.094678485,90.25921109039336,-2.0614424421522357,0.0,-17.0
2383.216208896,452202.9783492584,3949655.0938271973,90.26072791591287,-2.065639585706923,0.0,-16.0
2383.312890848,452202.9749031453,3949655.09263919,90.25185482949018,-2.0644303249782987,0.0,-16.0
2383.41278688,452202.9732921147,3949655.094051026,90.25203919317573,-2.062445412529839,0.0,-17.0
2383.51320352,452202.96930540446,3949655.0903442493,90.23985609412193,-2.065407475789388,0.0,-17.0
2383.613860064,452202.9693658985,3949655.0918553732,90.23580807168037,-2.0622457767062725,0.0,-16.0
2383.730055104,452202.96298014396,3949655.0915460167,90.22618187591434,-2.0623314870198564,0.0,-16.0
2383.813183968,452202.964812422,3949655.08955148,90.21339841373265,-2.064468122694228,0.0,-17.0
2383.913899232,452202.96431829204,3949655.0896615493,90.21253166347742,-2.063059492323134,0.0,-18.0
2384.012883616,452202.9641841787,3949655.0911065335,90.21238059177995,-2.0637302686903216,0.0,-17.0
2384.113806368,452202.9593390314,3949655.0906281825,90.19759041257203,-2.065464970906575,0.0,-18.0
2384.216144032,452202.95972191106,3949655.0894397413,90.2018024912104,-2.065357699924046,0.0,-16.0
2384.312982048,452202.95427780785,3949655.090296426,90.2043535457924,-2.061566748725044,0.0,-17.0
2384.413427424,452202.95464104327,3949655.0902865413,90.20762775186449,-2.062292890760634,0.0,-16.0
2384.513181504,452202.9549391954,3949655.0876525696,90.21703192871064,-2.064613723754883,0.0,-17.0
2384.613184928,452202.9546099406,3949655.0862771426,90.21678093262017,-2.06788269382053,0.0,-17.0
2384.728925792,452202.95272462687,3949655.09110857,90.21389698050916,-2.0588772549099392,0.0,-17.0
2384.813466176,452202.9515060923,3949655.090393694,90.2098950361833,-2.0623394724528006,0.0,-17.0
2384.913565184,452202.9505947977,3949655.087749049,90.20528459921479,-2.062635199652778,0.0,-17.0
2385.013468256,452202.9505359179,3949655.0897455835,90.20120166894048,-2.0602299872504344,0.0,-16.0
2385.11336656,452202.94783363095,3949655.0921503995,90.200006342493,-2.0618073764377174,0.0,-16.0
2385.216089664,452202.9479670618,3949655.0901847524,90.20106119476259,-2.0629623362223315,0.0,-17.0
