timestamp,x,y,z,yaw,v_horizontal,v_vertical,accel,steer
1508.023036064,452261.8031297715,3949678.0798204993,89.42410754598677,1.5854461409198204,0.01757238480977252,-0.01041471023008728,1.0,21.0
1508.11964656,452261.80880132515,3949678.081422843,89.4372205203399,1.5784700667010707,0.01718839317611404,-0.08126186823614696,1.0,20.0
1508.220109248,452261.81109946675,3949678.082645508,89.4397835470736,1.5838714135435192,0.020066017945676515,0.03329384306541501,1.0,21.0
1508.319685312,452261.81667868793,3949678.0772088147,89.44991177506745,1.583087244028545,0.012078063837428642,-0.027385915480045164,1.0,21.0
1508.3200241280001,452261.81667868793,3949678.0772088147,89.44991177506745,1.5820800147533718,0.010411766819190628,0.05011297204743935,1.0,21.0
1508.538755456,452261.8223113942,3949678.0770796915,89.42615051101893,1.5837755883482072,0.02254262126311129,-0.0023128865046515793,1.0,20.0
1508.619903296,452261.8254353939,3949678.0732312705,89.41513663809747,1.5789582428349687,0.013398788896921752,-0.057521656620249405,0.0,20.0
1508.720251904,452261.82671437785,3949678.0693134936,89.4227587711066,1.5846385474682152,0.030902771785836874,-0.0002414212785396691,1.0,22.0
1508.819461952,452261.83049067797,3949678.0692236978,89.40433660894632,1.5817659210576251,0.01801620639313957,-0.09561193028671577,1.0,21.0
1508.919559104,452261.8391656576,3949678.0702716913,89.43048889562488,1.5847982561270697,0.02896382954331379,-0.052252774703430566,1.0,20.0
1509.02262912,452261.8381294633,3949678.06984567,89.43776509631425,1.583973094722989,0.028463414929400944,0.028631449822617665,0.0,20.0
1509.120105056,452261.84877113975,3949678.076789526,89.44562433846295,1.5848142269929553,0.03515647167041446,-0.025238948599930252,1.0,20.0
1509.219929504,452261.8457779262,3949678.0748985154,89.44263625331223,1.5842382110966873,0.022685056890366342,0.05308799636085222,1.0,21.0
1509.31990496,452261.8414258208,3949678.071189697,89.42386877257377,1.5837031870895255,0.028983388354850426,-0.01926957553850972,1.0,20.0
1509.420054176,452261.84156111185,3949678.072021786,89.43532174266875,1.5848099680953855,0.013365887606509625,-0.0003629054321924105,0.0,20.0
1509.53632288,452261.83535531675,3949678.072994188,89.41816966049373,1.58473277557694,0.048088104366311675,-0.0347425999012652,1.0,20.0
1509.619626784,452261.8347683887,3949678.072277551,89.43628426548094,1.5862228573640478,0.02446170045120123,0.015874143770296903,1.0,21.0
1509.719708736,452261.8379796791,3949678.0684718746,89.4475809643045,1.5854988447772425,0.026161859332437344,-0.018900141384376443,1.0,20.0
1509.81956336,452261.83729470056,3949678.0671881656,89.45779698807746,1.5866796241283716,0.03587541632163476,0.03465226823599384,1.0,21.0
1509.919845504,452261.8362069852,3949678.0656388607,89.4514639955014,1.57921590613792,0.02909994712991895,0.04443491421602,1.0,20.0
1510.022720544,452261.8333485668,3949678.0663646404,89.45071093831211,1.5834689477232058,0.023787599503403062,-0.017628344099365718,1.0,21.0
1510.119721504,452261.83751557895,3949678.071339238,89.46370496880263,1.5823855906539788,0.01217080173452158,0.08201266814811277,1.0,21.0
1510.219678528,452261.83183965157,3949678.0722821145,89.4706606278196,1.5880110619810188,0.06657336005950473,0.04902287615853986,1.0,20.0
1510.31986032,452261.8337261399,3949678.069979348,89.4706544643268,1.5820422170374422,0.057471939188647445,-0.024918674969940463,1.0,21.0
1510.41960048,452261.8342865369,3949678.06977,89.47236102819443,1.5879258840296298,0.042231219393862166,0.029745831962494647,1.0,20.0
1510.541413056,452261.83481779165,3949678.072827443,89.47592076193541,1.5852044484827545,0.06685447297729642,-0.027198463024239894,1.0,21.0
1510.619524512,452261.8372395003,3949678.068876517,89.45715344045311,1.5826230241934756,0.01155543612057601,-0.025341287558917944,90.0,0.0
1510.720003776,452261.8427509513,3949678.0715237907,89.46513160225004,1.585612770287225,0.02556954878291769,-0.22292365133135136,90.0,0.0
1510.819942144,452261.8456318014,3949678.1502403393,89.45473151654005,1.582040619950854,0.9033113533886741,-0.09013303983174614,90.0,0.0
1510.919661088,452261.8537439444,3949678.3152895053,89.48940923437476,1.5873275089211236,1.7799814931532283,0.23452662778653044,90.0,0.0
1511.022711712,452261.863507369,3949678.5022145635,89.42390025313944,1.6042124406973826,2.2319865202763287,-0.2948963287753352,90.0,0.0
1511.022836256,452261.863507369,3949678.5022145635,89.42390025313944,1.6053708608362707,2.5448330940036596,-0.09080176951862406,90.0,0.0
1511.219995712,452261.8259773301,3949679.01526339,89.36844636965543,1.5886270050420002,2.891347612739074,-0.16413543413819065,90.0,0.0
1511.320316512,452261.8286809359,3949679.2893954446,89.38340954016894,1.5832719737106196,2.9018967758405965,0.0701423792122533,90.0,0.0
1511.419263424,452261.83841297723,3949679.5734320646,89.36237780470401,1.5897625336064523,2.8895580773305767,0.007420207804177625,90.0,0.0
1511.535538656,452261.8427510782,3949679.8815637403,89.36539099924266,1.595139391787877,3.0917945688482282,-0.024227230822913226,90.0,0.0
1511.620696032,452261.84616131155,3949680.201448749,89.39450309053063,1.610366015323033,3.283407832051927,-0.13531287413592175,90.0,0.0
1511.71988832,452261.848678012,3949680.522863101,89.40182907134295,1.5981078433937799,3.1991068541116543,-0.08261415294436003,90.0,0.0
1511.819826048,452261.8529833749,3949680.8583635357,89.37790677789599,1.590145302025507,3.3633930659195985,-0.2533348114258134,90.0,0.0
1511.921008256,452261.855487331,3949681.2113678423,89.3986420603469,1.5945096073097953,3.5524297404740883,-0.17073712177755107,90.0,0.0
1512.022789536,452261.5905382489,3949681.573587713,90.46924115531147,1.6131923262225556,3.5940345215645673,0.0748892177695335,90.0,0.0
1512.12017104,452261.8889750235,3949681.933465313,89.27528402768075,1.591347375864483,3.684056349759643,-0.7659479455367646,90.0,0.0
1512.219981152,452261.733395454,3949682.112614903,88.70337210036814,1.5921198334111408,3.630784366874517,-0.09764113134686148,90.0,0.0
