timestamp,x,y,z,yaw,v_horizontal,v_vertical,accel,steer
1992.945527264,452263.75645656895,3949673.5021021655,89.83348346687853,-2.5819132639567055,0.028386744760853778,-0.10006768167784286,1.0,-233.0
1993.048803744,452263.7587077785,3949673.502110594,89.85309273563325,-2.581554984198676,0.005290723695775998,0.08660103432071524,1.0,-233.0
1993.145547072,452263.7609854233,3949673.5001614233,89.84039481263608,-2.5835297817654075,0.034003115071998345,0.0403285982393119,1.0,-233.0
1993.245504992,452263.76112407335,3949673.499756713,89.83782049454749,-2.58014528910319,0.0069611711843080995,-0.0655671053056317,1.0,-233.0
1993.345482304,452263.76021753286,3949673.5027781343,89.84097720123827,-2.581190049913195,0.0055740544820428095,-0.05037706906862933,1.0,-234.0
1993.445605088,452263.7649899996,3949673.504589853,89.85608075000346,-2.578031012641059,0.030858636641800472,-0.03304714371613133,1.0,-234.0
1993.563441088,452263.76076954533,3949673.5030068,89.86004624702036,-2.5788042687310115,0.01875943429978567,0.019596749798375373,1.0,-234.0
1993.645642048,452263.76284221467,3949673.5029513966,89.8500683316961,-2.578045652601454,0.024298443462781552,-0.09944999162675378,1.0,-235.0
1993.745730624,452263.76232804987,3949673.502327669,89.86310761328787,-2.5831664445665146,0.03080696625829693,0.0697143590379733,1.0,-234.0
1993.845540672,452263.76736508857,3949673.5018898062,89.86584291886538,-2.582662829928928,0.0050433164689214745,0.01914971092237023,1.0,-234.0
1993.94600416,452263.7661438927,3949673.500631003,89.86448306869715,-2.5808453453911673,0.03235720410372032,-0.045893681181225394,0.0,-235.0
1994.0488024,452263.76782097993,3949673.5039508925,89.87088311463594,-2.577511959499783,0.02041356281564359,-0.011455877446047324,1.0,-235.0
1994.145525728,452263.76488517155,3949673.5048096846,89.88520825654268,-2.578764607747395,0.02603058764191173,-0.00038146142924468975,1.0,-235.0
1994.245963712,452263.7670548037,3949673.508315089,89.89617564342916,-2.5765742034912114,0.03014643472410954,-0.0422434057327878,1.0,-234.0
1994.346157088,452263.7646325892,3949673.5109427213,89.91063756495714,-2.5787885640462234,0.009574020185790644,-0.02188603397348228,1.0,-234.0
