timestamp,x,y,z,yaw,v_horizontal,v_vertical,omega,velocity,steering_angle
1734276279.3649547,1.663208545128628,-8.75179867818745,-2.0169260854898385e-31,0.40344829855567543,0.7268664454193786,0.03724106557081253,0.00043851245180360186,0.0,0.0002363129024161026
1734276279.3899324,1.6797089324464927,-8.74372958200975,2.4001375089845734e-31,0.4034589643632102,0.7410218139894548,0.03799053004709996,0.0004305283192806897,0.0,0.0002363129024161026
1734276279.4149444,1.6647219433578613,-8.752940327072185,5.690476590745726e-32,0.4036689353724716,0.7300801261569477,0.03601604556303504,0.0004307615215777759,0.0,0.0002363129024161026
1734276279.4399405,1.6536297370085558,-8.75578278693304,-2.486912585806739e-34,0.40322702147031786,0.7232805878412005,0.037461457448376645,0.0005452897688276138,0.0,-0.000574367877561599
1734276279.4649243,1.6700383885914833,-8.747748715043889,1.2213733769613448e-31,0.4032484500648703,0.7371822179798992,0.03833904744106039,0.0008256767804849529,0.0,0.0002363129024161026
1734276279.4899106,1.6535885710505587,-8.755368329292395,5.082997188401205e-34,0.40314719189106507,0.7252436967676615,0.03790631193696947,0.0008907478697071224,0.0,0.0002363129024161026
1734276279.514912,1.6700449149000127,-8.747302617942658,-6.047619137046022e-32,0.40316823135145624,0.738942593913137,0.03880229736422061,0.0008467593944670741,0.0,-0.000574367877561599
1734276279.539916,1.6525736489983054,-8.756292057320014,-1.0424071036024193e-35,0.4031948393099589,0.726220524033949,0.03752946258219398,0.0006079903569019298,0.0,0.0002363129024161026
1734276279.564913,1.6690523239204502,-8.748216869060068,-2.2197323607621683e-31,0.40320447914355934,0.7400035605465289,0.038684351208250305,0.00040915436279056225,0.0,-0.001385048613883555
1734276279.5899115,1.6631339059391008,-8.753049716541884,1.8638218326242718e-31,0.40344337988008283,0.7362192249347537,0.03719010584793983,0.00037623121825619137,0.0,-0.000574367877561599
1734276279.6149015,1.6798509781120952,-8.744905333634588,-3.7984026995273026e-32,0.40345420658006415,0.7500907974753166,0.0376641135163392,0.0004158251060983766,0.0,-0.000574367877561599
1734276279.6399026,1.662090517532332,-8.754202561216296,-6.70417258323497e-32,0.4034934880931567,0.7378347728277843,0.0361188454984054,0.00040718381538848853,0.0,-0.000574367877561599
1734276279.6648834,1.6513848502077528,-8.757386251119978,-1.4074886449001515e-33,0.4027357657618569,0.7315994774551604,0.03693440204637002,0.0003401884850846731,0.0,-0.00787049438804388
1734276279.6899335,1.667972976160401,-8.749112565236024,-4.6516573950197e-31,0.4027506777649036,0.7456954430437996,0.04308691600368846,0.0005686199804077936,0.0,-0.00787049438804388
1734276279.7149239,1.6546275980336822,-8.757054372479175,8.839865219572204e-33,0.40275485773165043,0.8268465320036448,0.036745186766438155,-0.001710186412549582,0.0,-0.00787049438804388
1734276279.7398963,1.6760138938475273,-8.747288172689167,-2.4160218915639553e-30,0.4025614532058715,0.935267447058571,0.027203561722760443,-0.007102871771229219,0.0,-0.00787049438804388
1734276279.764867,1.6599247808558595,-8.75837464590552,-1.47446436551798e-32,0.4028877551614874,1.0106912900772842,0.02537434212132104,-0.010692658712310668,0.0,-0.00787049438804388
1734276279.7898703,1.6850572978166276,-8.746916960110575,1.3192639987066213e-30,0.40238210726913126,1.118563979876394,0.026561508285782222,-0.019234696055950542,0.0,-0.00787049438804388
1734276279.8149135,1.6742726020632663,-8.754257797404275,7.757508638016584e-31,0.4023505053570991,1.1948576462876301,0.023272574323978185,-0.027271473401773473,0.0,-0.00787049438804388
1734276279.8398645,1.7032636720142824,-8.741400998036752,-1.8441233923601107e-31,0.4012856797230464,1.2911326363894529,0.02056118507339082,-0.03795278616994098,0.0,-0.00787049438804388
1734276279.8648741,1.6935012221266161,-8.751288936487606,-5.429310223883604e-31,0.40091328727584774,1.3287428627241031,0.011272133301931091,-0.04509020235577455,0.0,-0.00787049438804388
1734276279.8898656,1.7248659114126375,-8.737504551374562,-2.842551418662228e-30,0.39946407951276053,1.4070052441582277,0.014110323435695377,-0.054046998146367535,0.0,-0.00787049438804388
1734276279.9148607,1.7014341950783967,-8.746668241711792,1.2064167259831468e-30,0.3963887921587684,1.4447425182936642,0.02238962105246712,-0.060401221410506675,0.0,-0.00787049438804388
1734276279.9398744,1.7013988528385808,-8.754575394507592,2.4465404522641157e-32,0.39718803149217946,1.474202634288092,0.017269559451700972,-0.07080376982712797,0.0,-0.00787049438804388
1734276279.9648619,1.735627954838178,-8.739750451356963,-1.908453370534787e-31,0.39534575108414544,1.5332369985676764,0.01765459568209935,-0.07341970009424634,0.0,-0.00787049438804388
1734276279.9898798,1.7545629294945184,-8.727929943729919,-4.3235879820566015e-32,0.39152502505423126,1.588541623514132,0.019472360784775742,-0.0703078779923861,0.0,-0.00787049438804388
1734276280.014899,1.7612186550988704,-8.728472000065082,-3.5927282427948274e-31,0.3911353777605289,1.6137064593720716,0.01660569544132643,-0.07773954203129041,0.0,-0.00787049438804388
1734276280.039886,1.7733082733863343,-8.727036705918847,-3.764478388895334e-31,0.3911921546419128,1.6641602412597818,0.015400743978698981,-0.08007391790794019,0.0,-0.00787049438804388
1734276280.0649004,1.8121069452124499,-8.71056261450344,5.489673916301062e-31,0.38914539331634895,1.7236824451093251,0.016949058724981175,-0.0812898265301425,0.0,-0.00787049438804388
1734276280.0898805,1.8139993284096736,-8.711578746908348,8.16300406949217e-31,0.3864164374870587,1.7487584903244118,0.008713853658763131,-0.09075903640025154,0.0,-0.00787049438804388
1734276280.1148694,1.8549514935150602,-8.694797289257409,-4.1211987516266476e-30,0.38394735929818724,1.8066227376928166,0.005736510473685641,-0.09634970621601484,0.0,-0.00787049438804388
1734276280.1398816,1.8597879530511228,-8.691564878082769,-1.14760405566699e-30,0.38105756269676727,1.843324216655062,0.01134400375890281,-0.09906969987477492,0.0,-0.00787049438804388
1734276280.1648245,1.9029415719089393,-8.67452572842072,4.34355501412035e-30,0.37867430533107044,1.8973510905941624,-0.0008729749767463543,-0.09662772896833366,0.0,-0.00787049438804388
1734276280.1897993,1.900365637208233,-8.671578475403365,-4.430611117450174e-30,0.3760748127694709,1.9211090058258722,-0.0012914330500985796,-0.09585594458539391,0.0,-0.00787049438804388
1734276280.2147846,1.9453464187700507,-8.653706521067548,-7.922733422103572e-31,0.37369797917621833,1.973242393118516,0.0001682180071765826,-0.09535108020347147,0.0,-0.00787049438804388
1734276280.239805,1.954259949809572,-8.65264386954941,1.4775613816781344e-30,0.3721206734159931,1.9884508018932459,-0.003692773037340767,-0.10046176428086645,0.0,-0.00787049438804388
1734276280.2647915,2.0003418118781884,-8.63685681020071,-1.3609819778332643e-31,0.3710950430564468,2.0350717182638336,-0.008857899790524757,-0.10610915418005824,0.0,-0.00787049438804388
1734276280.2897325,2.0112837371395926,-8.630180366070714,-1.0153090733696084e-30,0.3668934376351665,2.059502374320157,-0.0040527367754496805,-0.10486728587006025,0.0,-0.00787049438804388
1734276280.314779,2.023372843851515,-8.624946501567626,2.991648978226456e-30,0.36311737990093246,2.071180667620746,-0.02326698052462424,-0.10013903291974972,0.0,-0.00787049438804388
1734276280.339775,2.072648381892285,-8.606594587218094,-1.113030459154375e-29,0.36045453988416887,2.1262320089402915,-0.02101371108678588,-0.104575746104699,0.0,-0.00787049438804388
1734276280.3647695,2.1090537423623186,-8.595012545370054,2.919583149240508e-30,0.35912212734639143,2.1701989925696887,-0.03178870891409255,-0.1033284595665831,0.0,-0.00787049438804388
1734276280.3897114,2.160677034645656,-8.576302126501783,-4.004872577282949e-30,0.3564365341674925,2.225365249656571,-0.031082459504711273,-0.10634282850324417,0.0,-0.00787049438804388
1734276280.4147584,2.165314824353412,-8.577300661497489,1.9630984994468295e-30,0.3548962475743304,2.234787495566427,-0.03559919512640063,-0.11189155558500177,0.0,-0.00787049438804388
1734276280.439741,2.2183241518835666,-8.558939784848148,6.660739862146304e-31,0.3519463617560543,2.2770528777746772,-0.04545949784260415,-0.11618457111319667,0.0,-0.00787049438804388
1734276280.464722,2.232214076015545,-8.555160788682402,-1.7430151686104438e-30,0.3517882276456015,2.279524113745936,-0.04994832719035141,-0.11128291424250637,0.0,-0.00787049438804388
1734276280.489749,2.300960478213693,-8.531744871589744,-1.675227507724069e-31,0.3488154016382081,2.3372134896297396,-0.04962091027172412,-0.10500615168847956,0.0,-0.00787049438804388
1734276280.5147128,2.3563828952149835,-8.513346100887569,3.728624239204609e-30,0.34617009341100546,2.370641463150343,-0.061936360579357155,-0.10567171568151049,0.0,-0.00787049438804388
1734276280.539721,2.3577453187199215,-8.513016974250283,-3.7999036869938385e-30,0.3451096305854047,2.3589083047741877,-0.05500103101611287,-0.09946959226702846,0.0,-0.00787049438804388
1734276280.564752,2.4148680872301145,-8.494548846908636,7.354691533551779e-30,0.3424410719807787,2.410466880804265,-0.07053875662028057,-0.10443315390362579,0.0,-0.00787049438804388
1734276280.5896945,2.4225196266309514,-8.492733823778865,-4.867393536097574e-30,0.3405790495528694,2.4270000624288066,-0.0694204309801827,-0.10596311889344884,0.0,-0.00787049438804388
1734276280.6147337,2.4662240882289552,-8.47736970995023,1.9447378224178804e-30,0.3368303733329192,2.460027325108738,-0.06786000346132282,-0.10750418231567307,0.0,-0.00787049438804388
1734276280.6396866,2.51617368869777,-8.462228598329657,1.599908819832958e-30,0.335803057652484,2.4885387217461976,-0.06837145748722595,-0.1142781918172563,0.0,-0.00787049438804388
1734276280.6646886,2.5615976070209032,-8.446113792798721,2.0403617615559153e-30,0.33159320335919823,2.5106495872226025,-0.08365863646246915,-0.12021015075043875,0.0,-0.00787049438804388
1734276280.6896741,2.6219937858337072,-8.427451603217333,-8.19673586916302e-30,0.32873031341604847,2.5500744148296426,-0.08586456786340291,-0.11630170272316058,0.0,-0.00787049438804388
1734276280.7146752,2.654634492616331,-8.418943253583564,2.5718552948330394e-32,0.3268203148593081,2.563674101102684,-0.06980588767409798,-0.1224078235447087,0.0,-0.00787049438804388
1734276280.7396693,2.7165891948682255,-8.400579984638577,1.3429886598599755e-29,0.32351656151373925,2.6030982976650754,-0.08801498184804533,-0.1291961271865536,0.0,-0.00787049438804388
1734276280.765343,2.744045587682383,-8.39010935330617,-5.97630820399575e-30,0.318816344001796,2.6079951647394446,-0.10002353603149383,-0.1434339515096961,0.0,-0.00787049438804388
1734276280.7896483,2.8055264838661382,-8.372420880413184,-5.8229502667388414e-30,0.31556990270833657,2.6467795393952085,-0.10538838512633047,-0.13677463451323832,0.0,-0.00787049438804388
1734276280.8146338,2.830170711645957,-8.36763110802323,-1.7070036323185852e-31,0.3119189351324719,2.6415409247512005,-0.10509709975352936,-0.12444295861704069,0.0,-0.00787049438804388
1734276280.8396506,2.8502528680257035,-8.363911451266999,1.739861029347868e-32,0.3100452360708213,2.6406242215236286,-0.10983367082067613,-0.12509613878362258,0.0,-0.00787049438804388
1734276280.8646467,2.9146474165175116,-8.34594949313135,-7.278414000347314e-31,0.30666013024119687,2.686739315990682,-0.10612580501688726,-0.13438587679023134,0.0,-0.00787049438804388
1734276280.8896356,2.932015402918106,-8.340008666682632,2.9820242613056452e-30,0.30404959912309476,2.6953513392320363,-0.1042840105678767,-0.1427278241508819,0.0,-0.00787049438804388
1734276280.9146242,2.9742704412983363,-8.329179619721412,1.5202748325006123e-30,0.29995219132287554,2.6979219772894267,-0.11477516815521883,-0.14319195401091905,0.0,-0.00787049438804388
1734276280.9396493,3.0205411154560493,-8.316420195046646,-2.955762671373699e-30,0.2961440040716532,2.7159324808029295,-0.12032510559985275,-0.1491915554126076,0.0,-0.00787049438804388
1734276280.9646304,3.086547299688686,-8.299647284321791,-1.084286110433386e-30,0.29224604859437076,2.7440291041617124,-0.12852702383089729,-0.1539427774412634,0.0,-0.00787049438804388
1734276280.9896245,3.0734115056949562,-8.30506320623522,-1.103221559720027e-30,0.28832746244235846,2.7260698603742424,-0.13596404202604767,-0.1483596568955679,0.0,-0.00787049438804388
1734276281.0146072,3.14065047654207,-8.288764097353697,-2.077045294114467e-30,0.28493435536322576,2.7734163502792413,-0.1427293044889227,-0.1396504398996989,0.0,-0.00787049438804388
1734276281.0396314,3.1706032797809525,-8.27764972262758,-4.272085339674621e-31,0.28194254305036553,2.7836222984316468,-0.14209438372064542,-0.14333710024797863,0.0,-0.00787049438804388
1734276281.0646222,3.2387436069262097,-8.261928899493492,1.958399232168851e-30,0.2782648254145688,2.815371671330568,-0.15323972760717786,-0.1459932112181558,0.0,-0.00787049438804388
1734276281.0895958,3.2632587808353284,-8.253518555974638,-2.2613893635943675e-30,0.2749545090591364,2.8116971636775094,-0.15182130220614298,-0.14174809337987276,0.0,-0.00787049438804388
1734276281.1145887,3.3328414177238246,-8.23729950882356,1.3447788800504086e-30,0.2712912913454707,2.861590814255038,-0.14378935314287855,-0.14509857539250715,0.0,-0.00787049438804388
1734276281.1395984,3.3576068054596173,-8.229420221911187,5.859015319601267e-30,0.26799508494664087,2.8664521051026033,-0.15698607297447714,-0.15207327356550693,0.0,-0.00787049438804388
1734276281.1646042,3.4278285264740225,-8.214760388294145,-6.642517277974913e-30,0.2641191844847564,2.8904747492734426,-0.17354861767224142,-0.15410638585418976,0.0,-0.00787049438804388
1734276281.189577,3.4571732160799886,-8.206276846507397,-4.459804109512453e-30,0.2605881142408606,2.891902496702494,-0.16918136243668394,-0.14188782092891308,0.0,-0.00787049438804388
1734276281.2145646,3.5054607083005775,-8.195200532328618,3.18536516133979e-30,0.2572765312769484,2.909765331937207,-0.17222730720877003,-0.14592898915688188,0.0,-0.00787049438804388
1734276281.2395911,3.557390028803705,-8.182497220076648,2.780848385765707e-30,0.254133569708936,2.912739288464561,-0.21710113684119048,-0.14688089650374833,0.0,-0.00787049438804388
